epoch,loss,val_loss
11,0.0002064651229,0.0013730182656
12,0.000201003487732,0.000695957691925
13,0.000190589778827,0.00468330443269
14,0.000271551845723,0.00074514210687
15,0.000191786183162,0.00188673516968
16,0.000178656113221,0.00224225950973
17,0.000169803679627,0.0013229443209
18,0.000159172280563,0.00207219407951
19,0.000161252721944,0.000794737283765
20,0.000216512583211,0.0010469453366
21,0.000140757313329,0.000850128191637
22,0.000226547594145,0.0016079832442
23,0.000136097094413,0.000680192487766
24,0.000150774433884,0.000837692124315
25,0.0001186612811,0.000901606855999
26,0.000139257754468,0.000909571699293
27,0.000125880312115,0.00167232360222
28,0.000148584523212,0.00116725984049
29,0.000143449432417,0.00290037958042
30,0.000172493373045,0.000656579337409
31,0.000126893603554,0.000960577980519
32,0.000119508740478,0.00102360252853
33,0.000134075031434,0.00210346147566
34,0.000136373118695,0.000671320477012
35,0.000111641710836,0.000677501270725
36,0.000137920525654,0.000636387690256
37,0.000121805097374,0.000854430568728
38,0.000101362345226,0.000857540647423
39,0.000147646091795,0.001310099535
40,0.00011230135588,0.000837822442607
41,0.000114087519348,0.000646275007052
0,0.00118482903884,0.00325650787265
1,0.000498075151762,0.00113643633234
2,0.000386113175565,0.00278944622969
3,0.000374476420639,0.00375105624155
4,0.000305095616245,0.00376231220789
5,0.000247726855337,0.00063389839158
6,0.000254280048927,0.000744000122855
7,0.00025456938464,0.00241536594354
8,0.000221078824788,0.00120382251746
9,0.000232044817167,0.000652668441691
10,0.000226669293327,0.000789589219778
11,0.000271001779764,0.000748228733627
12,0.000211076904874,0.000645215297331
13,0.000244873018405,0.00415507838948
14,0.000217469697094,0.000879987792492
15,0.000222985451442,0.00385069608257
16,0.000253391473672,0.000659452253248
17,0.00020004422161,0.000660795993356
18,0.000196424599655,0.000653110476205
19,0.000238968078835,0.00149180376689
20,0.000191648287612,0.000815539853647
21,0.00022489541954,0.00104281437184
22,0.000246407925923,0.00368253929603
23,0.000256083393851,0.000647838351462
24,0.000196624722232,0.000621074344253
25,0.000196541079933,0.00172342331072
26,0.000198056085555,0.000814147809557
27,0.000208877239761,0.00067212458142
28,0.000202598803586,0.00073107806263
29,0.000202694826235,0.003528438316
30,0.000208681940245,0.00166389839099
31,0.000230221105237,0.000867512054662
32,0.000204822248156,0.00113837495382
33,0.000221871310758,0.000685168189357
34,0.000214264980916,0.000704735348842
35,0.000224751075457,0.00108418204955
36,0.000199657286154,0.0012568374843
37,0.000210045641651,0.00202657233486
38,0.000214640118504,0.00127875856834
39,0.000209816844063,0.000741849000574
40,0.000194549890073,0.00161079996899
41,0.000203794821818,0.00344293738045
42,0.000221141836032,0.00277464712442
43,0.000225171663489,0.00123620515579
44,0.00022382140269,0.00061390525271
45,0.000207880929567,0.000651729272972
46,0.000194681334521,0.000673184163014
47,0.000193346427425,0.00116735057502
48,0.00019234691489,0.0010955365139
49,0.000191568123647,0.000885201306451
50,0.000232922436076,0.00101181131464
51,0.000224602481945,0.00242690521991
52,0.000211319938768,0.000741524758987
53,0.000230629959924,0.00066626116977
54,0.000221099436561,0.00223399661084
55,0.000195392457549,0.000613337015221
56,0.000207639484721,0.00147567010235
57,0.000208363090276,0.00170364793157
58,0.000198705645251,0.000628767339349
59,0.000227607004486,0.00465222546411
60,0.000229290964797,0.000703596091324
61,0.000211719256098,0.000622826132344
62,0.000187994301647,0.000629475373539
63,0.000203688325599,0.000943798980769
64,0.000183093405983,0.000762907180455
65,0.000201132542236,0.000978211173788
66,0.00020632093887,0.00102587807562
67,0.000201656598086,0.00114896057355
68,0.000270387053608,0.00163086181543
69,0.000192340519006,0.00166996641726
70,0.000208612102856,0.000867546823801
71,0.000212258249559,0.000924108057601
72,0.000202723746955,0.000656169102663
73,0.000225047127825,0.00210465204124
74,0.00021918909724,0.000940565827797
75,0.000253480979244,0.00083915990729
76,0.000189155250655,0.0016486745853
77,0.000222508458051,0.000797462679457
78,0.000204946513158,0.00243301588684
79,0.000220294618531,0.000613209477302
80,0.000208083760269,0.0006925287369
81,0.000210252344638,0.00181651570048
82,0.000202411771362,0.00133856933837
83,0.00017644922399,0.00217962240795
84,0.000221691638322,0.00361270535703
85,0.000214311884376,0.000930729454522
86,0.000197035855579,0.000617284929485
87,0.000222173457653,0.000618119774104
88,0.000210706799822,0.000713801406119
89,0.000178918908134,0.000614804213121
90,0.000194722283783,0.00108489156488
91,0.000239372558616,0.000807531796277
92,0.00020722284392,0.00151222740235
93,0.000204291355893,0.00177404221812
94,0.000202756149433,0.000630696806077
95,0.000189714473803,0.00149729396146
96,0.000199929437947,0.000613176842503
97,0.000209213402114,0.000636286179325
98,0.000223989805208,0.00196995353695
99,0.000227167122502,0.000826067666427
