epoch,loss,val_loss
0,0.000185060047529,0.000825090137155
0,0.000593574553462,0.00366696175168
0,0.000266554604447,0.000505329328007
1,7.68913952032e-05,0.000504806247237
2,5.92205237784e-05,0.000700450441936
3,6.18949367498e-05,0.00182850925796
4,5.49822633742e-05,0.000501189407674
5,4.56709891202e-05,0.000547906129061
6,4.7317162478e-05,0.000547803542504
7,4.02339406037e-05,0.000566826468172
8,3.86883243067e-05,0.00172535738668
9,4.00752152206e-05,0.000756406464914
10,5.02789835263e-05,0.00100254321595
11,3.88437721082e-05,0.00202318379401
12,3.5314646061e-05,0.00110962025667
13,4.87197912099e-05,0.00947959815
14,3.96668631547e-05,0.0015262026804
15,4.0958985278e-05,0.000522536006394
16,3.41184591643e-05,0.00151554017282
17,4.6179614922e-05,0.00056448881423
18,3.24356548802e-05,0.00133479971031
19,3.1818146707e-05,0.000539999022553
20,3.21813147521e-05,0.000561570818067
21,3.29321148231e-05,0.000614413306656
22,2.76768996656e-05,0.000534909861884
23,3.31206243537e-05,0.000630745925717
24,3.18742501918e-05,0.000530324003315
25,3.1457103205e-05,0.000530976089919
26,3.17287663342e-05,0.000540138913828
27,3.31159888853e-05,0.000561176093805
28,3.68092370195e-05,0.000870535087061
29,3.09994325821e-05,0.000681133202382
30,3.26529483275e-05,0.000929995807702
31,4.34786777274e-05,0.000735572675291
32,3.40378215558e-05,0.000637926181138
33,2.99800988739e-05,0.000716731535435
34,3.10239676339e-05,0.000540783987018
35,3.33285798123e-05,0.000768120052762
36,3.85305019415e-05,0.000596378575187
37,3.32227966601e-05,0.000904522279765
38,3.09197605549e-05,0.000581285930973
39,3.9211081965e-05,0.000562121387192
40,3.12400133934e-05,0.00053691311321
41,3.45791218883e-05,0.00119904331655
42,2.98982537272e-05,0.000586975644129
43,2.97410687823e-05,0.000611713889058
44,2.92201648326e-05,0.000518244385298
45,3.29814145048e-05,0.0007275063729
46,3.5354851932e-05,0.000682376925838
47,3.32482235343e-05,0.000738948717919
48,3.81328495568e-05,0.000693386121289
49,3.07056076241e-05,0.000668399551275
50,3.49870497303e-05,0.000526443978484
51,3.1332975399e-05,0.00158740912962
52,3.52721534757e-05,0.00073455132093
53,2.96656379184e-05,0.00052553277932
54,3.6773857642e-05,0.000589112741322
55,3.3684528618e-05,0.000699385952167
56,3.14779771403e-05,0.000546407049206
57,3.23897667233e-05,0.000533068095598
58,3.62338403267e-05,0.00062982721055
59,3.20996368408e-05,0.00645714187527
60,3.18988080385e-05,0.00053071026089
61,3.28586868447e-05,0.00108767813607
62,3.07421001232e-05,0.000764443854963
63,3.10891560007e-05,0.000551864371594
64,3.68465265617e-05,0.00057147210884
65,3.04266563214e-05,0.000714609278395
66,3.50047421316e-05,0.000582085789201
67,3.45572433505e-05,0.00102578504859
68,3.350765303e-05,0.00063868041756
69,3.02390711837e-05,0.000684444098461
70,3.00846172645e-05,0.00149682156886
71,3.42760968272e-05,0.000744884476898
72,3.25790823802e-05,0.00237370681633
73,3.68418242498e-05,0.00170655612114
74,3.65022914028e-05,0.00053535202807
75,3.19398306937e-05,0.000622567432626
76,3.38217671257e-05,0.000628000819032
77,3.17710067591e-05,0.000593329530655
78,2.95523951943e-05,0.000722143603194
79,3.03542023145e-05,0.00205492763731
80,4.9267412956e-05,0.000613699042215
81,3.63409691383e-05,0.000534218832681
82,3.11890240236e-05,0.000961931860311
83,3.13533647813e-05,0.000507060007774
84,3.84860397531e-05,0.0006919582361
85,3.09545528653e-05,0.000736652959368
86,2.95239130517e-05,0.000589580896102
87,3.2632355072e-05,0.000678406348061
88,3.27686082732e-05,0.00143571781476
89,3.46706563473e-05,0.000511127369
90,3.13060352243e-05,0.000662925274262
91,3.18067197454e-05,0.00161295191109
92,3.10561623573e-05,0.000516934998973
93,3.36811960677e-05,0.000521740912792
94,3.03270452771e-05,0.000815029984677
95,3.24277891085e-05,0.00122462342119
96,3.20791613856e-05,0.000823401348182
97,4.35981070711e-05,0.00056982684842
98,3.35649037097e-05,0.000671915001008
99,3.26525382952e-05,0.000557037764502
0,0.000373755220347,0.000645634907232
1,0.000112770188207,0.000707546781425
2,8.50960388937e-05,0.000590456646982
3,7.43325124707e-05,0.000542434898452
4,8.20926995869e-05,0.000521356995519
5,6.61529526273e-05,0.000770419476204
6,6.81660461753e-05,0.000519074687716
7,5.64921916255e-05,0.00136421316364
8,5.38361751104e-05,0.000901019312714
9,5.25192153262e-05,0.00200028043283
10,5.87054911486e-05,0.000540192424508
11,5.29573675386e-05,0.00130267897582
12,5.55693514957e-05,0.000741780877053
13,5.19656356578e-05,0.00174744439917
14,5.11539035265e-05,0.000866733026247
15,5.03043536625e-05,0.00271359462755
16,5.14089016364e-05,0.000559489406761
17,4.79820817319e-05,0.000542016688646
18,4.50835386896e-05,0.000943993739433
19,4.94715657548e-05,0.00122098376727
20,4.82743688528e-05,0.000638684753239
21,4.20038750226e-05,0.000574948453253
22,5.64226367012e-05,0.000630638306297
23,4.18079326404e-05,0.000627928654805
24,4.48087503765e-05,0.000515735372692
25,4.44495881435e-05,0.000511385602051
26,4.2647537363e-05,0.000623216118861
27,4.57226291605e-05,0.000558300898751
28,3.75554509309e-05,0.000548602841701
29,4.79136185285e-05,0.00074699808937
30,3.91642982581e-05,0.000785913124654
31,4.02897671928e-05,0.000491752694558
32,4.09284429914e-05,0.00064128993988
33,4.65103014527e-05,0.00070220641418
34,3.65945165846e-05,0.00108836135495
35,3.91445664298e-05,0.00125260749967
36,3.89680214015e-05,0.000648161892489
37,3.85016542717e-05,0.00118275671889
38,3.79358905065e-05,0.000528452501347
39,3.9379755858e-05,0.000547488013448
40,3.9564351515e-05,0.000644575506127
41,3.95259906748e-05,0.00185094790379
42,3.79107050111e-05,0.000616329423518
43,3.93115074538e-05,0.000554982079551
44,3.58648139923e-05,0.00114181126925
45,3.70210963303e-05,0.000922742064226
46,4.18885687987e-05,0.000804620968114
47,5.02212848055e-05,0.000609700630368
48,3.98104040924e-05,0.000843634082455
49,4.13226905028e-05,0.00052509791433
50,3.90844739609e-05,0.000494963203092
51,3.81572373891e-05,0.000863366478774
52,3.51382938582e-05,0.00138314404266
53,4.06660862904e-05,0.000926153341242
54,3.99101881537e-05,0.00125980844515
55,3.70794554708e-05,0.00114829943415
56,3.89877815776e-05,0.000926337133758
57,3.43926367154e-05,0.000602353002441
58,4.06689749439e-05,0.000866951391678
59,3.60723173616e-05,0.000650189164125
60,4.00582499015e-05,0.000680816777379
61,4.09684895265e-05,0.00124810423281
62,3.96212215154e-05,0.00109984626152
63,3.70921785544e-05,0.000686367011919
64,4.055118848e-05,0.00118099213076
65,4.05420241509e-05,0.00172538289101
66,3.94090164727e-05,0.000577267867252
67,3.82574075227e-05,0.000555632719061
68,3.61628942328e-05,0.00191753679861
69,3.78452718419e-05,0.000505818564067
70,3.86953044982e-05,0.000596294916714
71,3.90696475572e-05,0.00227138843333
72,4.18451865321e-05,0.000930886804058
73,3.82162242226e-05,0.00067371957403
74,3.79919957478e-05,0.000496058293195
75,4.24042729284e-05,0.000587563524152
76,3.99114863276e-05,0.000494076672317
77,3.7925762593e-05,0.000524479113923
78,4.08742986155e-05,0.00121820250002
79,3.79211280351e-05,0.000604428185801
80,3.82366304798e-05,0.000524530405893
81,3.84088817428e-05,0.00101277998685
82,3.81195224609e-05,0.000889641818275
83,3.80035938819e-05,0.000821535637024
84,3.82930799014e-05,0.000486612754403
85,3.67729804768e-05,0.000580728724592
86,3.59550207451e-05,0.000972898018198
87,3.72395456995e-05,0.000634978746359
88,3.8498924655e-05,0.000512877931218
89,3.6049366111e-05,0.00090326523193
90,4.03021714065e-05,0.00106437054534
91,3.89755034373e-05,0.000637225884039
92,3.97809909692e-05,0.000559584380475
93,3.8629022893e-05,0.002108054295
94,3.5760738792e-05,0.000508741046086
95,3.83714370099e-05,0.000939256383645
96,3.92730343296e-05,0.000488101822084
97,3.74055236257e-05,0.00053263633181
98,4.08047143044e-05,0.000527353435801
99,3.59795992315e-05,0.000532787976222
0,0.000510976248655,0.0061357363661
1,0.000132285200673,0.00650758551099
2,0.000110509927164,0.0019852436736
3,9.5604456954e-05,0.00247875145426
4,9.33197630273e-05,0.0029133358341
5,9.01214258681e-05,0.00410139755245
6,8.25204188462e-05,0.00132931696597
7,7.82193396701e-05,0.0015372546021
8,7.24834770235e-05,0.00132841493025
9,7.7490517441e-05,0.00703551221608
10,7.93475854397e-05,0.00650492378327
11,7.72434472222e-05,0.00487667182168
12,9.35541360213e-05,0.00106748480139
13,6.854409239e-05,0.00270002115192
14,6.83368606753e-05,0.00112565977852
15,7.27216633561e-05,0.00220021289319
16,6.77361589364e-05,0.00202872649967
17,9.14041619851e-05,0.000802436342904
18,7.34590723076e-05,0.000913335685095
19,6.21889991672e-05,0.00415040713357
20,6.72641412164e-05,0.00148097503391
21,6.74546351914e-05,0.00179800077874
22,6.85598536678e-05,0.00098582800825
23,6.80025819014e-05,0.00113574349286
24,6.93521068828e-05,0.00180813636086
25,6.81352086962e-05,0.00219823897667
26,7.57511067785e-05,0.00274300912666
27,6.83781012625e-05,0.00209333400766
28,6.93883025237e-05,0.00268940324262
29,6.61490890812e-05,0.00258676019384
30,6.71264999125e-05,0.00226149439108
31,6.62718037553e-05,0.00406025418871
32,8.33706115006e-05,0.00257767807784
33,7.41043519081e-05,0.000482724067559
34,7.25777416506e-05,0.00224790825055
35,7.2099789534e-05,0.00111764631656
36,6.65985378535e-05,0.00145085654711
37,7.07235878927e-05,0.000627078130431
38,7.15664673226e-05,0.00466976853216
39,7.10005940726e-05,0.00178934029492
40,6.97763153582e-05,0.00168071863695
41,6.70314746712e-05,0.00152343638007
42,7.64466265201e-05,0.000888331014995
43,6.92213509274e-05,0.000802819494254
44,7.13147322981e-05,0.00282659806617
